 Service Name: unknown,Port No: 0,Protocol: tcp,Description: Reserved,Source: IANA
 Service Name: unknown,Port No: 0,Protocol: udp,Description: Reserved,Source: IANA
 Service Name: tcpmux,Port No: 1,Protocol: tcp,Description: TCP Port Service Multiplexer,Source: IANA
 Service Name: tcpmux,Port No: 1,Protocol: udp,Description: TCP Port Service Multiplexer,Source: IANA
 Service Name: compressnet,Port No: 2,Protocol: tcp,Description: Management Utility,Source: IANA
 Service Name: compressnet,Port No: 2,Protocol: udp,Description: Management Utility,Source: IANA
 Service Name: compressnet,Port No: 3,Protocol: tcp,Description: Compression Process,Source: IANA
 Service Name: compressnet,Port No: 3,Protocol: udp,Description: Compression Process,Source: IANA
 Service Name: unknown,Port No: 4,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 4,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: rje,Port No: 5,Protocol: tcp,Description: Remote Job Entry,Source: IANA
 Service Name: rje,Port No: 5,Protocol: udp,Description: Remote Job Entry,Source: IANA
 Service Name: unknown,Port No: 6,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 6,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: echo,Port No: 7,Protocol: tcp,Description: Echo,Source: IANA
 Service Name: echo,Port No: 7,Protocol: udp,Description: Echo,Source: IANA
 Service Name: unknown,Port No: 8,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 8,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: discard,Port No: 9,Protocol: tcp,Description: Discard,Source: IANA
 Service Name: discard,Port No: 9,Protocol: udp,Description: Discard,Source: IANA
 Service Name: discard,Port No: 9,Protocol: sctp,Description: Discard,Source: IANA
 Service Name: discard,Port No: 9,Protocol: dccp,Description: Discard,Source: IANA
 Service Name: unknown,Port No: 10,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 10,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: systat,Port No: 11,Protocol: tcp,Description: Active Users,Source: IANA
 Service Name: systat,Port No: 11,Protocol: udp,Description: Active Users,Source: IANA
 Service Name: unknown,Port No: 12,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 12,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: daytime,Port No: 13,Protocol: tcp,Description: Daytime,Source: IANA
 Service Name: daytime,Port No: 13,Protocol: udp,Description: Daytime,Source: IANA
 Service Name: unknown,Port No: 14,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 14,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 15,Protocol: tcp,Description: Unassigned [was netstat],Source: IANA
 Service Name: unknown,Port No: 15,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 16,Protocol: tcp,Description: Unassigned,Source: IANA
 Service Name: unknown,Port No: 16,Protocol: udp,Description: Unassigned,Source: IANA
 Service Name: qotd,Port No: 17,Protocol: tcp,Description: Quote of the Day,Source: IANA
 Service Name: qotd,Port No: 17,Protocol: udp,Description: Quote of the Day,Source: IANA
 Service Name: msp,Port No: 18,Protocol: tcp,Description: Message Send Protocol (historic),Source: IANA
 Service Name: msp,Port No: 18,Protocol: udp,Description: Message Send Protocol (historic),Source: IANA
 Service Name: chargen,Port No: 19,Protocol: tcp,Description: Character Generator,Source: IANA
 Service Name: chargen,Port No: 19,Protocol: udp,Description: Character Generator,Source: IANA
 Service Name: ftp-data,Port No: 20,Protocol: tcp,Description: File Transfer [Default Data],Source: IANA
 Service Name: ftp-data,Port No: 20,Protocol: udp,Description: File Transfer [Default Data],Source: IANA
 Service Name: ftp-data,Port No: 20,Protocol: sctp,Description: FTP,Source: IANA
 Service Name: ftp,Port No: 21,Protocol: tcp,Description: File Transfer Protocol [Control],Source: IANA
